1599459,0.152934
1599509,0.152934
1599548,0.152934
1599590,0.152934
1599629,0.152934
1599667,0.152934
1599706,0.152934
1599742,0.152934
1599779,0.152934
1599817,0.152934
1599854,0.152934
1599922,0.152934
1599959,0.152934
1599997,0.152934
1600036,0.152934
1600073,0.152934
1600110,0.152934
1600148,0.152934
1600187,0.152934
1600225,0.152934
1600265,0.152934
1600304,0.152934
1600344,0.152934
1600384,0.152934
1600421,0.152934
1600460,0.152934
1600498,0.152934
1600537,0.152934
1600575,0.152934
1600614,0.152934
1600652,0.152934
1600692,0.152934
1600732,0.152934
1600770,0.152934
1600808,0.152934
1600851,0.152934
1600892,0.152934
1600932,0.152934
1600971,0.152934
1601010,0.152934
1601049,0.152934
1601088,0.152934
1601126,0.152934
1601168,0.152934
1601207,0.152934
1601247,0.152934
1601285,0.152934
1601324,0.152934
1601362,0.152934
1601399,0.152934
1601437,0.152934
1601476,0.152934
1601514,0.152934
1601551,0.152934
1601588,0.152934
1601625,0.152934
1601664,0.152934
1601702,0.152934
1601739,0.152934
1601777,0.152934
1601817,0.152934
1601854,0.152934
1601891,0.152934
1601930,0.152934
1601971,0.152934
1602010,0.152934
1602047,0.152934
1602084,0.152934
1602121,0.152934
1602158,0.152934
1602194,0.152934
1602232,0.152934
1602270,0.152934
1602309,0.152934
1602349,0.152934
1602386,0.152934
1602424,0.152934
1602462,0.152934
1602501,0.152934
1602538,0.152934
1602576,0.152934
1602614,0.152934
1602651,0.152934
1602687,0.152934
1602725,0.152934
1602763,0.152934
1602800,0.152934
1602837,0.152934
1602874,0.152934
1602910,0.152934
1602948,0.152934
1602987,0.152934
1603026,0.152934
1603065,0.152934
1603102,0.152934
1603139,0.152934
1603176,0.152934
1603214,0.152934
1603251,0.152934
1603288,0.152934
1603325,0.152934
1603363,0.152934
1603399,0.152934
1603436,0.152934
1603474,0.152934
1603512,0.152934
1603551,0.152934
1603589,0.152934
1603625,0.152934
1603662,0.152934
1603698,0.152934
1603735,0.152934
1603772,0.152934
1603809,0.152934
1603845,0.152934
1603881,0.152934
1603918,0.152934
1603954,0.152934
1603992,0.152934
1604029,0.152934
1604066,0.152934
1604104,0.152934
1604141,0.152934
1604177,0.152934
1604214,0.152934
1604251,0.152934
1604287,0.152934
1604324,0.152934
1604361,0.152934
1604398,0.000000
1604435,0.000000
1604472,0.000000
1604510,0.000000
1604547,0.000000
1604586,0.000000
1604624,0.023333
1604660,0.003796
1604697,0.041456
1604734,0.058921
1604771,0.058896
1604808,0.048963
1604845,0.030229
1604882,0.021249
1604919,0.015287
1604956,0.011620
1604994,0.009182
1605032,0.007598
1605069,0.006633
1605106,0.005383
1605143,0.004050
1605179,0.000000
1605216,0.000000
1605253,0.000000
1605290,0.000000
1605326,0.000000
1605364,0.000000
1605401,0.000000
1605438,0.000000
1605476,0.000000
1605513,0.000000
1605549,0.000000
1605586,0.000000
1605625,0.000000
1605662,0.000000
1605699,0.000000
1605736,0.000000
1605772,0.000000
1605810,0.000000
1605848,0.000000
1605886,0.000000
1605923,0.000000
1605961,0.000000
1605998,0.000000
1606037,0.000000
1606075,0.000000
1606113,0.000000
1606151,0.000000
1606189,0.000000
1606228,0.000000
1606266,0.000000
1606304,0.000000
1606342,0.057002
1606379,0.367771
1606418,0.644304
1606457,0.947762
1606497,1.428778
1606535,1.757073
1606572,2.087746
1606611,2.419508
1606649,2.917408
1606687,3.248702
1606726,3.580655
1606763,4.069798
1606801,4.374634
1606839,4.643407
1606876,4.838734
1606915,5.055239
1606953,5.081455
1606991,5.254834
1607031,5.556871
1607068,5.742337
1607106,5.923791
1607143,6.105109
1607182,6.360967
1607220,6.525574
1607258,6.700975
1607296,6.964231
1607334,7.146767
1607371,7.291103
1607410,7.558777
1607448,8.043900
1607486,8.384031
1607524,8.692429
1607562,9.171221
1607601,9.484579
1607639,9.832129
1607677,10.135437
1607715,10.564370
1607752,10.783702
1607790,10.912345
1607827,10.989962
1607866,10.994606
1607904,11.003294
1607943,11.126090
1607980,11.357388
1608018,11.624983
1608056,11.998793
1608095,12.404963
1608132,12.978006
1608170,13.338036
1608209,13.679466
1608246,14.168448
1608284,14.478964
1608323,14.758068
1608361,15.077932
1608398,15.558282
1608436,15.895150
1608474,16.201493
1608513,16.685682
1608551,17.007893
1608589,17.346995
1608627,17.653773
1608666,18.106075
1608704,18.325367
1608743,18.661602
1608782,19.153920
1608820,19.450793
1608857,19.755813
1608895,20.130870
1608933,20.259108
1608971,20.340663
1609009,20.368711
1609047,20.268078
1609085,20.218038
1609122,20.209900
1609161,20.228510
1609199,20.555686
1609236,20.919351
1609274,21.345292
1609312,22.039271
1609350,22.514641
1609388,22.897810
1609426,23.207466
1609465,23.705509
1609503,24.025448
1609542,24.341398
1609580,24.750802
1609618,24.913422
1609656,25.173576
1609696,25.698178
1609734,26.026692
1609772,26.327446
1609810,26.583186
1609848,26.919841
1609886,27.076025
1609924,27.133132
1609963,27.035620
1610001,26.962849
1610040,26.888928
1610078,26.775038
1610118,26.700085
1610156,26.625517
1610194,26.550651
1610235,26.442046
1610273,26.363486
1610311,26.288752
1610350,25.936379
1610388,24.926978
1610427,24.006380
1610466,22.662369
1610505,21.740634
1610545,20.794318
1610582,19.347738
1610620,18.418078
1610658,17.467029
1610698,15.946636
1610735,14.903253
1610773,13.853404
1610814,12.270505
1610852,11.151326
1610889,9.917195
1610932,9.128331
1610969,8.766957
1611008,8.430884
1611045,8.012722
1611083,7.745435
1611121,7.472363
1611160,7.200560
1611198,6.797837
1611236,6.531297
1611274,6.245334
1611313,5.867756
1611351,5.584191
1611390,5.157932
1611428,4.799909
1611466,4.399273
1611504,4.137754
1611543,3.889003
1611580,3.809192
1611620,3.913911
1611657,4.031554
1611695,4.220033
1611734,4.380823
1611772,4.581319
1611810,4.759584
1611848,4.989032
1611885,5.175716
1611924,5.357068
1611962,5.602754
1612001,5.792807
1612039,5.974329
1612080,6.225953
1612118,6.414638
1612155,6.596020
1612193,6.774378
1612231,7.026050
1612268,7.191637
1612307,7.361560
1612344,7.535233
1612386,7.798599
1612423,7.974208
1612460,8.148846
1612498,8.409728
1612535,8.583556
1612575,8.757807
1612612,9.018860
1612649,9.191385
1612687,9.362495
1612725,9.533591
1612764,9.789189
1612802,9.957095
1612840,10.106257
1612877,10.216294
1612915,10.403835
1612953,10.439003
1612992,10.421969
1613029,10.286690
1613067,10.169921
1613105,10.082938
1613143,10.007387
1613182,9.913705
1613219,9.787949
1613258,9.627137
1613296,9.258576
1613333,8.934195
1613371,8.521500
1613409,8.153660
1613449,7.777392
1613486,7.554084
1613524,7.327171
1613562,6.968464
1613600,6.721593
1613637,6.474000
1613675,6.228161
1613712,5.861383
1613750,5.617050
1613788,5.384997
1613827,5.128554
1613865,4.762352
1613903,4.518810
1613940,4.287902
1613978,3.931080
1614016,3.685579
1614055,3.611517
1614093,3.483934
1614131,3.217591
1614169,3.175951
1614207,3.325790
1614244,3.681515
1614282,3.987546
1614321,4.299380
1614359,4.609323
1614397,5.030772
1614434,5.243454
1614472,5.371527
1614510,5.471434
1614547,5.605964
1614587,5.817941
1614625,6.011043
1614663,6.293593
1614700,6.469628
1614738,6.642761
1614776,6.816479
1614814,7.080944
1614852,7.258335
1614889,7.426723
1614928,7.612512
1614967,7.877680
1615004,8.054478
1615041,8.240300
1615079,8.497225
1615118,8.674484
1615155,8.852179
1615194,9.038833
1615231,9.288253
1615269,9.475614
1615306,9.654302
1615344,9.835939
1615385,10.068941
1615424,10.146307
1615461,10.128341
1615500,10.042645
1615537,9.909296
1615574,9.822590
1615611,9.748996
1615649,9.641340
1615686,9.539687
1615723,9.413357
1615761,9.211205
1615799,8.776303
1615838,8.400264
1615876,7.991773
1615914,7.608725
1615952,7.301949
1615989,6.212584
1616028,5.389925
1616066,4.088688
1616103,3.185209
1616141,2.224189
1616179,0.913065
1616216,0.039180
1616253,0.260324
1616290,0.111944
1616327,0.094417
